Duration (in seconds),ResponseId,UserLanguage,Intro,question,response
267,R_5Fqw2dfbLaq6DN7,EN,2,not_or_cb_002,3
310,R_5w1cbqE2ACIeSRm,EN,2,not_or_cb_002,3
416,R_6UWsOjaCE5hDzCP,EN,2,not_or_cb_002,3
233,R_70vPtOvoIs3gogx,EN,2,not_or_cb_002,3
318,R_5cpba9m1Uho4gmZ,EN,2,not_or_cb_002,3
249,R_1tqZrwBvxxThu61,EN,2,not_or_cb_002,3
386,R_3hCUAUJqFx16rSh,EN,2,not_or_cb_002,3
344,R_738ZJaqs1729qox,EN,2,not_or_cb_002,3
161,R_7Tz7i4dFFAkpeXP,EN,2,Control_onlycat_9,2
283,R_5aFdegDN2q9tihQ,EN,2,Control_onlycat_9,2
267,R_5Fqw2dfbLaq6DN7,EN,2,Control_onlycat_9,2
310,R_5w1cbqE2ACIeSRm,EN,2,Control_onlycat_9,2
416,R_6UWsOjaCE5hDzCP,EN,2,Control_onlycat_9,2
233,R_70vPtOvoIs3gogx,EN,2,Control_onlycat_9,2
318,R_5cpba9m1Uho4gmZ,EN,2,Control_onlycat_9,2
249,R_1tqZrwBvxxThu61,EN,2,Control_onlycat_9,2
386,R_3hCUAUJqFx16rSh,EN,2,Control_onlycat_9,2
344,R_738ZJaqs1729qox,EN,2,Control_onlycat_9,2
161,R_7Tz7i4dFFAkpeXP,EN,2,not_or_cb_102,3
283,R_5aFdegDN2q9tihQ,EN,2,not_or_cb_102,3
267,R_5Fqw2dfbLaq6DN7,EN,2,not_or_cb_102,3
310,R_5w1cbqE2ACIeSRm,EN,2,not_or_cb_102,3
416,R_6UWsOjaCE5hDzCP,EN,2,not_or_cb_102,3
233,R_70vPtOvoIs3gogx,EN,2,not_or_cb_102,3
318,R_5cpba9m1Uho4gmZ,EN,2,not_or_cb_102,3
249,R_1tqZrwBvxxThu61,EN,2,not_or_cb_102,3
386,R_3hCUAUJqFx16rSh,EN,2,not_or_cb_102,3
344,R_738ZJaqs1729qox,EN,2,not_or_cb_102,3
161,R_7Tz7i4dFFAkpeXP,EN,2,not_or_cd_003,3
283,R_5aFdegDN2q9tihQ,EN,2,not_or_cd_003,3
267,R_5Fqw2dfbLaq6DN7,EN,2,not_or_cd_003,3
310,R_5w1cbqE2ACIeSRm,EN,2,not_or_cd_003,3
416,R_6UWsOjaCE5hDzCP,EN,2,not_or_cd_003,3
233,R_70vPtOvoIs3gogx,EN,2,not_or_cd_003,3
318,R_5cpba9m1Uho4gmZ,EN,2,not_or_cd_003,3
249,R_1tqZrwBvxxThu61,EN,2,not_or_cd_003,3
386,R_3hCUAUJqFx16rSh,EN,2,not_or_cd_003,3
344,R_738ZJaqs1729qox,EN,2,not_or_cd_003,3
161,R_7Tz7i4dFFAkpeXP,EN,2,not_or_ed_101,3
283,R_5aFdegDN2q9tihQ,EN,2,not_or_ed_101,3
267,R_5Fqw2dfbLaq6DN7,EN,2,not_or_ed_101,3
310,R_5w1cbqE2ACIeSRm,EN,2,not_or_ed_101,3
416,R_6UWsOjaCE5hDzCP,EN,2,not_or_ed_101,3
233,R_70vPtOvoIs3gogx,EN,2,not_or_ed_101,3
318,R_5cpba9m1Uho4gmZ,EN,2,not_or_ed_101,3
249,R_1tqZrwBvxxThu61,EN,2,not_or_ed_101,3
386,R_3hCUAUJqFx16rSh,EN,2,not_or_ed_101,3
344,R_738ZJaqs1729qox,EN,2,not_or_ed_101,3
161,R_7Tz7i4dFFAkpeXP,EN,2,not_and_cb_101,3
283,R_5aFdegDN2q9tihQ,EN,2,not_and_cb_101,"1,2,3"
267,R_5Fqw2dfbLaq6DN7,EN,2,not_and_cb_101,3
310,R_5w1cbqE2ACIeSRm,EN,2,not_and_cb_101,"1,2,3"
416,R_6UWsOjaCE5hDzCP,EN,2,not_and_cb_101,"1,2,3"
233,R_70vPtOvoIs3gogx,EN,2,not_and_cb_101,3
318,R_5cpba9m1Uho4gmZ,EN,2,not_and_cb_101,3
249,R_1tqZrwBvxxThu61,EN,2,not_and_cb_101,3
386,R_3hCUAUJqFx16rSh,EN,2,not_and_cb_101,"1,2,3"
344,R_738ZJaqs1729qox,EN,2,not_and_cb_101,3
161,R_7Tz7i4dFFAkpeXP,EN,2,not_or_cd_103,3
283,R_5aFdegDN2q9tihQ,EN,2,not_or_cd_103,3
267,R_5Fqw2dfbLaq6DN7,EN,2,not_or_cd_103,3
310,R_5w1cbqE2ACIeSRm,EN,2,not_or_cd_103,3
416,R_6UWsOjaCE5hDzCP,EN,2,not_or_cd_103,3
233,R_70vPtOvoIs3gogx,EN,2,not_or_cd_103,3
318,R_5cpba9m1Uho4gmZ,EN,2,not_or_cd_103,3
249,R_1tqZrwBvxxThu61,EN,2,not_or_cd_103,3
386,R_3hCUAUJqFx16rSh,EN,2,not_or_cd_103,3
344,R_738ZJaqs1729qox,EN,2,not_or_cd_103,3
161,R_7Tz7i4dFFAkpeXP,EN,2,Control_twoanimals_1,4
283,R_5aFdegDN2q9tihQ,EN,2,Control_twoanimals_1,4
267,R_5Fqw2dfbLaq6DN7,EN,2,Control_twoanimals_1,4
310,R_5w1cbqE2ACIeSRm,EN,2,Control_twoanimals_1,4
416,R_6UWsOjaCE5hDzCP,EN,2,Control_twoanimals_1,4
233,R_70vPtOvoIs3gogx,EN,2,Control_twoanimals_1,4
318,R_5cpba9m1Uho4gmZ,EN,2,Control_twoanimals_1,4
249,R_1tqZrwBvxxThu61,EN,2,Control_twoanimals_1,4
386,R_3hCUAUJqFx16rSh,EN,2,Control_twoanimals_1,4
344,R_738ZJaqs1729qox,EN,2,Control_twoanimals_1,4
161,R_7Tz7i4dFFAkpeXP,EN,2,not_and_ed_103,3
283,R_5aFdegDN2q9tihQ,EN,2,not_and_ed_103,3
267,R_5Fqw2dfbLaq6DN7,EN,2,not_and_ed_103,"1,2,3"
310,R_5w1cbqE2ACIeSRm,EN,2,not_and_ed_103,"1,2,3"
416,R_6UWsOjaCE5hDzCP,EN,2,not_and_ed_103,"1,2,3"
233,R_70vPtOvoIs3gogx,EN,2,not_and_ed_103,3
318,R_5cpba9m1Uho4gmZ,EN,2,not_and_ed_103,"1,2,3"
249,R_1tqZrwBvxxThu61,EN,2,not_and_ed_103,3
386,R_3hCUAUJqFx16rSh,EN,2,not_and_ed_103,"1,2,3"
344,R_738ZJaqs1729qox,EN,2,not_and_ed_103,3
161,R_7Tz7i4dFFAkpeXP,EN,2,Control_noanimals_10,3
283,R_5aFdegDN2q9tihQ,EN,2,Control_noanimals_10,3
267,R_5Fqw2dfbLaq6DN7,EN,2,Control_noanimals_10,3
310,R_5w1cbqE2ACIeSRm,EN,2,Control_noanimals_10,3
416,R_6UWsOjaCE5hDzCP,EN,2,Control_noanimals_10,3
233,R_70vPtOvoIs3gogx,EN,2,Control_noanimals_10,3
318,R_5cpba9m1Uho4gmZ,EN,2,Control_noanimals_10,3
249,R_1tqZrwBvxxThu61,EN,2,Control_noanimals_10,3
386,R_3hCUAUJqFx16rSh,EN,2,Control_noanimals_10,3
344,R_738ZJaqs1729qox,EN,2,Control_noanimals_10,3
161,R_7Tz7i4dFFAkpeXP,EN,2,not_and_dc_102,3
283,R_5aFdegDN2q9tihQ,EN,2,not_and_dc_102,"1,2,3"
267,R_5Fqw2dfbLaq6DN7,EN,2,not_and_dc_102,3
310,R_5w1cbqE2ACIeSRm,EN,2,not_and_dc_102,"1,2,3"
416,R_6UWsOjaCE5hDzCP,EN,2,not_and_dc_102,"1,2,3"
233,R_70vPtOvoIs3gogx,EN,2,not_and_dc_102,"1,2,3"
318,R_5cpba9m1Uho4gmZ,EN,2,not_and_dc_102,"1,2,3"
249,R_1tqZrwBvxxThu61,EN,2,not_and_dc_102,3
386,R_3hCUAUJqFx16rSh,EN,2,not_and_dc_102,"1,2,3"
344,R_738ZJaqs1729qox,EN,2,not_and_dc_102,3
