StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Intro,Control_noanimals_1,Control_oneanimal_2,Control_twoanimals_3,not_and_cb_001,Control_twoanimals_4,not_or_ed_001,Control_onlycat_5,not_and_dc_002,Control_twoanimals_6,not_and_ed_003,Control_hascatdog_7,not_or_cb_002,Control_onlycat_9,not_or_cb_102,not_or_cd_003,not_or_ed_101,not_and_cb_101,not_or_cd_103,Control_twoanimals_1,not_and_ed_103,Control_noanimals_10,not_and_dc_102
2025-05-09 10:05:11,2025-05-09 10:14:22,0,100,550,1,2025-05-09 10:14:22,R_2GNgZkcD0YUfAly,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-05-09 10:12:53,2025-05-09 10:16:25,0,100,212,1,2025-05-09 10:16:26,R_21aurcddCGXhwRL,anonymous,EN,2,3,"1,2",4,3,4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-05-09 10:16:59,2025-05-09 10:20:33,0,100,213,1,2025-05-09 10:20:33,R_8VQ0WlNY0Cbyypr,anonymous,EN,2,3,"1,2",4,3,4,3,2,"1,2",4,"1,2",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-05-09 10:31:51,2025-05-09 10:37:15,0,100,324,1,2025-05-09 10:37:16,R_2pb9bMCjdvUvfLl,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-05-09 10:30:15,2025-05-09 10:38:20,0,100,484,1,2025-05-09 10:38:20,R_2pJKulMu5ZsmNa9,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,"1,2",3,4,"1,2,3",3,"1,2,3"
2025-05-09 10:52:46,2025-05-09 10:58:53,0,100,366,1,2025-05-09 10:58:53,R_83QfWH15ECtpHtn,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-05-09 11:02:02,2025-05-09 11:05:08,0,100,185,1,2025-05-09 11:05:08,R_8QMNAXJREvAIiKm,anonymous,EN,2,3,"1,2",4,3,4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-05-09 11:06:07,2025-05-09 11:10:04,0,100,236,1,2025-05-09 11:10:04,R_2dKSKVODQtY2Idf,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-05-09 11:14:06,2025-05-09 11:17:29,0,100,202,1,2025-05-09 11:17:29,R_8Hho7wZ8oBpTsfa,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-05-09 11:16:16,2025-05-09 11:20:21,0,100,245,1,2025-05-09 11:20:22,R_20dugN2iuMpKeIm,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,"1,2",3,4,"1,2,3",3,"1,2,3"
2025-05-09 11:17:24,2025-05-09 11:21:46,0,100,262,1,2025-05-09 11:21:47,R_8QGE1rVBQQ8B1zb,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-05-09 11:21:21,2025-05-09 11:25:35,0,100,254,1,2025-05-09 11:25:36,R_2g5whwGbLXRQMAj,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-05-09 11:23:39,2025-05-09 11:26:08,0,100,148,1,2025-05-09 11:26:08,R_2pfODLecwOz59n8,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,"1,2",3,"1,2"
2025-05-09 11:22:24,2025-05-09 11:27:05,0,100,281,1,2025-05-09 11:27:06,R_8ksOgEe2JwPKVrz,anonymous,EN,2,3,"1,2",4,"1,2",4,"1,2,3",2,"1,2,3",4,"1,2,3",4,"1,2,3",2,"1,2,3","1,2,3","1,2,3","1,2,3",3,4,"1,2,3",3,"1,2,3"
