Duration (in seconds),ResponseId,UserLanguage,Intro,question,response
249,R_7gH0AUz4vvdafuX,EN,2,Control_oneanimal_2,"1,2"
897,R_1mfwcahv49fnVK7,EN,2,Control_oneanimal_2,"1,2"
292,R_1Sxzxc5vaJB2GlP,EN,2,Control_oneanimal_2,"1,2"
580,R_58GRPQOBNHWmuVy,EN,2,Control_oneanimal_2,"1,2"
155,R_7r7FsUulnrFMGFO,EN,2,Control_oneanimal_2,"1,2"
292,R_3MJuOomtrmGqbPI,EN,2,Control_oneanimal_2,"1,2"
279,R_7D8PJ1WLng3LtIn,EN,2,Control_oneanimal_2,"1,2"
198,R_6t3C6eKHZs62y65,EN,2,Control_oneanimal_2,"1,2"
201,R_5nMLq49xxAEMZUc,EN,2,Control_oneanimal_2,"1,2"
463,R_6vXSGOsoP7tiMI9,EN,2,Control_oneanimal_2,"1,2"
217,R_5QsanCuWyaR6Q37,EN,2,Control_oneanimal_2,"1,2"
543,R_1YJ27EEXTgn0IYG,EN,2,Control_oneanimal_2,"1,2"
199,R_6VeagvgdRM5bQmK,EN,2,Control_oneanimal_2,"1,2"
710,R_7HLly6K5iHUXyds,EN,2,Control_oneanimal_2,"1,2"
422,R_51cbwIQKIn0KHoo,EN,2,Control_oneanimal_2,"1,2"
408,R_7G4Bkad1HPgA86Z,EN,2,Control_oneanimal_2,"1,2"
327,R_5qV5cMRZh5OfDUe,EN,2,Control_oneanimal_2,"1,2"
207,R_7eKmWNTc5D4Q2DJ,EN,2,Control_oneanimal_2,"1,2"
280,R_61aLVTtPj1cT87x,EN,2,Control_twoanimals_3,4
202,R_1xZ6pgaO6CrkCSl,EN,2,Control_twoanimals_3,4
272,R_5SmAczEnQwFrYuB,EN,2,Control_twoanimals_3,4
325,R_1daHfarEaomW59j,EN,2,Control_twoanimals_3,4
419,R_5dhG1TsrP4739pa,EN,2,Control_twoanimals_3,4
222,R_1RPwg3JOLQsP4RU,EN,2,Control_twoanimals_3,4
232,R_7rO40Fj3gkXjMdB,EN,2,Control_twoanimals_3,4
265,R_6o5dFLMm1i7427W,EN,2,Control_twoanimals_3,4
365,R_6tlrJTBZDjsoERX,EN,2,Control_twoanimals_3,4
364,R_6xKxjXmi0gDWfnz,EN,2,Control_twoanimals_3,4
238,R_5mkLlUpEJqxwjvQ,EN,2,Control_twoanimals_3,4
224,R_6E4C3LMlnipcWlL,EN,2,Control_twoanimals_3,4
428,R_1VIJ8ym0KgJgZQO,EN,2,Control_twoanimals_3,4
313,R_6LjlFgAOkh33Nwl,EN,2,Control_twoanimals_3,4
409,R_64tMHNIVhO17kme,EN,2,Control_twoanimals_3,4
177,R_5fQ0tKAHCCx00JD,EN,2,Control_twoanimals_3,4
632,R_1LGCfufq7tGHkfT,EN,2,Control_twoanimals_3,4
309,R_12XhO42e3bY9Rqq,EN,2,Control_twoanimals_3,4
253,R_3rkLL6SpPbFHUpB,EN,2,Control_twoanimals_3,4
294,R_763a9VdLYsjHpP0,EN,2,Control_twoanimals_3,4
284,R_5dt8uYqSFfCGivz,EN,2,Control_twoanimals_3,4
460,R_3BeWoVT53AeJ2pn,EN,2,Control_twoanimals_3,4
209,R_5uVQir0R9ZJummZ,EN,2,Control_twoanimals_3,4
565,R_6YnBIhsQ2IMll3V,EN,2,Control_twoanimals_3,4
253,R_6gkQfP5qStzjnYR,EN,2,Control_twoanimals_3,4
615,R_7cw8mvbkt2JpKn2,EN,2,Control_twoanimals_3,4
334,R_3hYAnKo4k6C1Gzm,EN,2,Control_twoanimals_3,4
240,R_65aZfmjMjZCv4wV,EN,2,Control_twoanimals_3,4
379,R_6flS4lTVJ42p3u1,EN,2,Control_twoanimals_3,4
190,R_5qDBXIfott5SwDP,EN,2,Control_twoanimals_3,4
197,R_5q8TSm1pZ6IUpbt,EN,2,Control_twoanimals_3,4
716,R_7ee7grtT0qJpwqE,EN,2,Control_twoanimals_3,4
249,R_7gH0AUz4vvdafuX,EN,2,Control_twoanimals_3,4
897,R_1mfwcahv49fnVK7,EN,2,Control_twoanimals_3,4
292,R_1Sxzxc5vaJB2GlP,EN,2,Control_twoanimals_3,4
580,R_58GRPQOBNHWmuVy,EN,2,Control_twoanimals_3,4
155,R_7r7FsUulnrFMGFO,EN,2,Control_twoanimals_3,4
292,R_3MJuOomtrmGqbPI,EN,2,Control_twoanimals_3,4
279,R_7D8PJ1WLng3LtIn,EN,2,Control_twoanimals_3,4
198,R_6t3C6eKHZs62y65,EN,2,Control_twoanimals_3,4
201,R_5nMLq49xxAEMZUc,EN,2,Control_twoanimals_3,4
463,R_6vXSGOsoP7tiMI9,EN,2,Control_twoanimals_3,4
217,R_5QsanCuWyaR6Q37,EN,2,Control_twoanimals_3,4
543,R_1YJ27EEXTgn0IYG,EN,2,Control_twoanimals_3,4
199,R_6VeagvgdRM5bQmK,EN,2,Control_twoanimals_3,4
710,R_7HLly6K5iHUXyds,EN,2,Control_twoanimals_3,4
422,R_51cbwIQKIn0KHoo,EN,2,Control_twoanimals_3,4
408,R_7G4Bkad1HPgA86Z,EN,2,Control_twoanimals_3,4
327,R_5qV5cMRZh5OfDUe,EN,2,Control_twoanimals_3,4
207,R_7eKmWNTc5D4Q2DJ,EN,2,Control_twoanimals_3,4
280,R_61aLVTtPj1cT87x,EN,2,not_and_cb_001,3
202,R_1xZ6pgaO6CrkCSl,EN,2,not_and_cb_001,3
272,R_5SmAczEnQwFrYuB,EN,2,not_and_cb_001,3
325,R_1daHfarEaomW59j,EN,2,not_and_cb_001,3
419,R_5dhG1TsrP4739pa,EN,2,not_and_cb_001,3
222,R_1RPwg3JOLQsP4RU,EN,2,not_and_cb_001,"1,2,3"
232,R_7rO40Fj3gkXjMdB,EN,2,not_and_cb_001,3
265,R_6o5dFLMm1i7427W,EN,2,not_and_cb_001,"1,2,3"
365,R_6tlrJTBZDjsoERX,EN,2,not_and_cb_001,3
364,R_6xKxjXmi0gDWfnz,EN,2,not_and_cb_001,4
238,R_5mkLlUpEJqxwjvQ,EN,2,not_and_cb_001,"1,2,3"
224,R_6E4C3LMlnipcWlL,EN,2,not_and_cb_001,3
428,R_1VIJ8ym0KgJgZQO,EN,2,not_and_cb_001,3
313,R_6LjlFgAOkh33Nwl,EN,2,not_and_cb_001,3
409,R_64tMHNIVhO17kme,EN,2,not_and_cb_001,3
177,R_5fQ0tKAHCCx00JD,EN,2,not_and_cb_001,NA
632,R_1LGCfufq7tGHkfT,EN,2,not_and_cb_001,3
309,R_12XhO42e3bY9Rqq,EN,2,not_and_cb_001,3
253,R_3rkLL6SpPbFHUpB,EN,2,not_and_cb_001,3
294,R_763a9VdLYsjHpP0,EN,2,not_and_cb_001,3
284,R_5dt8uYqSFfCGivz,EN,2,not_and_cb_001,"1,2,3"
460,R_3BeWoVT53AeJ2pn,EN,2,not_and_cb_001,"1,2,3"
209,R_5uVQir0R9ZJummZ,EN,2,not_and_cb_001,"1,2,3"
565,R_6YnBIhsQ2IMll3V,EN,2,not_and_cb_001,3
253,R_6gkQfP5qStzjnYR,EN,2,not_and_cb_001,3
615,R_7cw8mvbkt2JpKn2,EN,2,not_and_cb_001,3
334,R_3hYAnKo4k6C1Gzm,EN,2,not_and_cb_001,3
240,R_65aZfmjMjZCv4wV,EN,2,not_and_cb_001,"1,2,3"
379,R_6flS4lTVJ42p3u1,EN,2,not_and_cb_001,3
190,R_5qDBXIfott5SwDP,EN,2,not_and_cb_001,3
197,R_5q8TSm1pZ6IUpbt,EN,2,not_and_cb_001,"1,2,3"
716,R_7ee7grtT0qJpwqE,EN,2,not_and_cb_001,3
249,R_7gH0AUz4vvdafuX,EN,2,not_and_cb_001,"1,2,3"
897,R_1mfwcahv49fnVK7,EN,2,not_and_cb_001,"1,2,3"
292,R_1Sxzxc5vaJB2GlP,EN,2,not_and_cb_001,3
580,R_58GRPQOBNHWmuVy,EN,2,not_and_cb_001,3
155,R_7r7FsUulnrFMGFO,EN,2,not_and_cb_001,3
292,R_3MJuOomtrmGqbPI,EN,2,not_and_cb_001,3
279,R_7D8PJ1WLng3LtIn,EN,2,not_and_cb_001,"1,2,3"
198,R_6t3C6eKHZs62y65,EN,2,not_and_cb_001,"1,2,3"
201,R_5nMLq49xxAEMZUc,EN,2,not_and_cb_001,"1,2,3"
463,R_6vXSGOsoP7tiMI9,EN,2,not_and_cb_001,"1,2,3"
217,R_5QsanCuWyaR6Q37,EN,2,not_and_cb_001,"1,2,3"
543,R_1YJ27EEXTgn0IYG,EN,2,not_and_cb_001,3
199,R_6VeagvgdRM5bQmK,EN,2,not_and_cb_001,3
710,R_7HLly6K5iHUXyds,EN,2,not_and_cb_001,3
422,R_51cbwIQKIn0KHoo,EN,2,not_and_cb_001,"1,2,3"
408,R_7G4Bkad1HPgA86Z,EN,2,not_and_cb_001,3
327,R_5qV5cMRZh5OfDUe,EN,2,not_and_cb_001,3
207,R_7eKmWNTc5D4Q2DJ,EN,2,not_and_cb_001,"1,2,3"
280,R_61aLVTtPj1cT87x,EN,2,Control_twoanimals_4,4
202,R_1xZ6pgaO6CrkCSl,EN,2,Control_twoanimals_4,4
272,R_5SmAczEnQwFrYuB,EN,2,Control_twoanimals_4,4
325,R_1daHfarEaomW59j,EN,2,Control_twoanimals_4,4
419,R_5dhG1TsrP4739pa,EN,2,Control_twoanimals_4,4
222,R_1RPwg3JOLQsP4RU,EN,2,Control_twoanimals_4,4
232,R_7rO40Fj3gkXjMdB,EN,2,Control_twoanimals_4,4
265,R_6o5dFLMm1i7427W,EN,2,Control_twoanimals_4,4
365,R_6tlrJTBZDjsoERX,EN,2,Control_twoanimals_4,4
364,R_6xKxjXmi0gDWfnz,EN,2,Control_twoanimals_4,4
238,R_5mkLlUpEJqxwjvQ,EN,2,Control_twoanimals_4,4
224,R_6E4C3LMlnipcWlL,EN,2,Control_twoanimals_4,4
428,R_1VIJ8ym0KgJgZQO,EN,2,Control_twoanimals_4,4
313,R_6LjlFgAOkh33Nwl,EN,2,Control_twoanimals_4,4
409,R_64tMHNIVhO17kme,EN,2,Control_twoanimals_4,4
177,R_5fQ0tKAHCCx00JD,EN,2,Control_twoanimals_4,NA
632,R_1LGCfufq7tGHkfT,EN,2,Control_twoanimals_4,4
309,R_12XhO42e3bY9Rqq,EN,2,Control_twoanimals_4,4
253,R_3rkLL6SpPbFHUpB,EN,2,Control_twoanimals_4,4
294,R_763a9VdLYsjHpP0,EN,2,Control_twoanimals_4,4
284,R_5dt8uYqSFfCGivz,EN,2,Control_twoanimals_4,4
460,R_3BeWoVT53AeJ2pn,EN,2,Control_twoanimals_4,4
209,R_5uVQir0R9ZJummZ,EN,2,Control_twoanimals_4,4
565,R_6YnBIhsQ2IMll3V,EN,2,Control_twoanimals_4,4
253,R_6gkQfP5qStzjnYR,EN,2,Control_twoanimals_4,4
615,R_7cw8mvbkt2JpKn2,EN,2,Control_twoanimals_4,4
334,R_3hYAnKo4k6C1Gzm,EN,2,Control_twoanimals_4,4
240,R_65aZfmjMjZCv4wV,EN,2,Control_twoanimals_4,4
379,R_6flS4lTVJ42p3u1,EN,2,Control_twoanimals_4,4
190,R_5qDBXIfott5SwDP,EN,2,Control_twoanimals_4,4
197,R_5q8TSm1pZ6IUpbt,EN,2,Control_twoanimals_4,4
716,R_7ee7grtT0qJpwqE,EN,2,Control_twoanimals_4,4
249,R_7gH0AUz4vvdafuX,EN,2,Control_twoanimals_4,4
897,R_1mfwcahv49fnVK7,EN,2,Control_twoanimals_4,4
292,R_1Sxzxc5vaJB2GlP,EN,2,Control_twoanimals_4,4
580,R_58GRPQOBNHWmuVy,EN,2,Control_twoanimals_4,4
155,R_7r7FsUulnrFMGFO,EN,2,Control_twoanimals_4,4
292,R_3MJuOomtrmGqbPI,EN,2,Control_twoanimals_4,4
279,R_7D8PJ1WLng3LtIn,EN,2,Control_twoanimals_4,4
198,R_6t3C6eKHZs62y65,EN,2,Control_twoanimals_4,4
201,R_5nMLq49xxAEMZUc,EN,2,Control_twoanimals_4,4
463,R_6vXSGOsoP7tiMI9,EN,2,Control_twoanimals_4,4
217,R_5QsanCuWyaR6Q37,EN,2,Control_twoanimals_4,4
543,R_1YJ27EEXTgn0IYG,EN,2,Control_twoanimals_4,4
199,R_6VeagvgdRM5bQmK,EN,2,Control_twoanimals_4,4
710,R_7HLly6K5iHUXyds,EN,2,Control_twoanimals_4,4
422,R_51cbwIQKIn0KHoo,EN,2,Control_twoanimals_4,4
408,R_7G4Bkad1HPgA86Z,EN,2,Control_twoanimals_4,NA
327,R_5qV5cMRZh5OfDUe,EN,2,Control_twoanimals_4,4
207,R_7eKmWNTc5D4Q2DJ,EN,2,Control_twoanimals_4,4
280,R_61aLVTtPj1cT87x,EN,2,not_or_ed_001,3
202,R_1xZ6pgaO6CrkCSl,EN,2,not_or_ed_001,3
272,R_5SmAczEnQwFrYuB,EN,2,not_or_ed_001,3
325,R_1daHfarEaomW59j,EN,2,not_or_ed_001,3
419,R_5dhG1TsrP4739pa,EN,2,not_or_ed_001,3
222,R_1RPwg3JOLQsP4RU,EN,2,not_or_ed_001,3
232,R_7rO40Fj3gkXjMdB,EN,2,not_or_ed_001,3
265,R_6o5dFLMm1i7427W,EN,2,not_or_ed_001,3
365,R_6tlrJTBZDjsoERX,EN,2,not_or_ed_001,3
364,R_6xKxjXmi0gDWfnz,EN,2,not_or_ed_001,3
238,R_5mkLlUpEJqxwjvQ,EN,2,not_or_ed_001,3
224,R_6E4C3LMlnipcWlL,EN,2,not_or_ed_001,3
428,R_1VIJ8ym0KgJgZQO,EN,2,not_or_ed_001,3
313,R_6LjlFgAOkh33Nwl,EN,2,not_or_ed_001,3
409,R_64tMHNIVhO17kme,EN,2,not_or_ed_001,4
177,R_5fQ0tKAHCCx00JD,EN,2,not_or_ed_001,3
632,R_1LGCfufq7tGHkfT,EN,2,not_or_ed_001,3
309,R_12XhO42e3bY9Rqq,EN,2,not_or_ed_001,3
253,R_3rkLL6SpPbFHUpB,EN,2,not_or_ed_001,3
294,R_763a9VdLYsjHpP0,EN,2,not_or_ed_001,3
284,R_5dt8uYqSFfCGivz,EN,2,not_or_ed_001,3
460,R_3BeWoVT53AeJ2pn,EN,2,not_or_ed_001,3
209,R_5uVQir0R9ZJummZ,EN,2,not_or_ed_001,3
565,R_6YnBIhsQ2IMll3V,EN,2,not_or_ed_001,3
253,R_6gkQfP5qStzjnYR,EN,2,not_or_ed_001,3
615,R_7cw8mvbkt2JpKn2,EN,2,not_or_ed_001,3
334,R_3hYAnKo4k6C1Gzm,EN,2,not_or_ed_001,3
240,R_65aZfmjMjZCv4wV,EN,2,not_or_ed_001,3
379,R_6flS4lTVJ42p3u1,EN,2,not_or_ed_001,3
190,R_5qDBXIfott5SwDP,EN,2,not_or_ed_001,3
197,R_5q8TSm1pZ6IUpbt,EN,2,not_or_ed_001,3
716,R_7ee7grtT0qJpwqE,EN,2,not_or_ed_001,3
249,R_7gH0AUz4vvdafuX,EN,2,not_or_ed_001,3
897,R_1mfwcahv49fnVK7,EN,2,not_or_ed_001,3
292,R_1Sxzxc5vaJB2GlP,EN,2,not_or_ed_001,3
580,R_58GRPQOBNHWmuVy,EN,2,not_or_ed_001,3
155,R_7r7FsUulnrFMGFO,EN,2,not_or_ed_001,3
292,R_3MJuOomtrmGqbPI,EN,2,not_or_ed_001,3
279,R_7D8PJ1WLng3LtIn,EN,2,not_or_ed_001,3
198,R_6t3C6eKHZs62y65,EN,2,not_or_ed_001,3
201,R_5nMLq49xxAEMZUc,EN,2,not_or_ed_001,3
463,R_6vXSGOsoP7tiMI9,EN,2,not_or_ed_001,3
217,R_5QsanCuWyaR6Q37,EN,2,not_or_ed_001,3
543,R_1YJ27EEXTgn0IYG,EN,2,not_or_ed_001,3
199,R_6VeagvgdRM5bQmK,EN,2,not_or_ed_001,3
710,R_7HLly6K5iHUXyds,EN,2,not_or_ed_001,3
422,R_51cbwIQKIn0KHoo,EN,2,not_or_ed_001,3
408,R_7G4Bkad1HPgA86Z,EN,2,not_or_ed_001,"2,3"
327,R_5qV5cMRZh5OfDUe,EN,2,not_or_ed_001,3
207,R_7eKmWNTc5D4Q2DJ,EN,2,not_or_ed_001,3
280,R_61aLVTtPj1cT87x,EN,2,Control_onlycat_5,2
202,R_1xZ6pgaO6CrkCSl,EN,2,Control_onlycat_5,2
272,R_5SmAczEnQwFrYuB,EN,2,Control_onlycat_5,2
325,R_1daHfarEaomW59j,EN,2,Control_onlycat_5,2
419,R_5dhG1TsrP4739pa,EN,2,Control_onlycat_5,2
222,R_1RPwg3JOLQsP4RU,EN,2,Control_onlycat_5,2
232,R_7rO40Fj3gkXjMdB,EN,2,Control_onlycat_5,2
265,R_6o5dFLMm1i7427W,EN,2,Control_onlycat_5,2
365,R_6tlrJTBZDjsoERX,EN,2,Control_onlycat_5,2
364,R_6xKxjXmi0gDWfnz,EN,2,Control_onlycat_5,2
238,R_5mkLlUpEJqxwjvQ,EN,2,Control_onlycat_5,2
224,R_6E4C3LMlnipcWlL,EN,2,Control_onlycat_5,2
428,R_1VIJ8ym0KgJgZQO,EN,2,Control_onlycat_5,2
313,R_6LjlFgAOkh33Nwl,EN,2,Control_onlycat_5,2
409,R_64tMHNIVhO17kme,EN,2,Control_onlycat_5,2
177,R_5fQ0tKAHCCx00JD,EN,2,Control_onlycat_5,2
632,R_1LGCfufq7tGHkfT,EN,2,Control_onlycat_5,2
309,R_12XhO42e3bY9Rqq,EN,2,Control_onlycat_5,2
253,R_3rkLL6SpPbFHUpB,EN,2,Control_onlycat_5,2
294,R_763a9VdLYsjHpP0,EN,2,Control_onlycat_5,2
284,R_5dt8uYqSFfCGivz,EN,2,Control_onlycat_5,2
460,R_3BeWoVT53AeJ2pn,EN,2,Control_onlycat_5,2
209,R_5uVQir0R9ZJummZ,EN,2,Control_onlycat_5,2
565,R_6YnBIhsQ2IMll3V,EN,2,Control_onlycat_5,2
253,R_6gkQfP5qStzjnYR,EN,2,Control_onlycat_5,2
615,R_7cw8mvbkt2JpKn2,EN,2,Control_onlycat_5,2
334,R_3hYAnKo4k6C1Gzm,EN,2,Control_onlycat_5,2
240,R_65aZfmjMjZCv4wV,EN,2,Control_onlycat_5,2
379,R_6flS4lTVJ42p3u1,EN,2,Control_onlycat_5,2
190,R_5qDBXIfott5SwDP,EN,2,Control_onlycat_5,2
197,R_5q8TSm1pZ6IUpbt,EN,2,Control_onlycat_5,2
716,R_7ee7grtT0qJpwqE,EN,2,Control_onlycat_5,2
249,R_7gH0AUz4vvdafuX,EN,2,Control_onlycat_5,2
897,R_1mfwcahv49fnVK7,EN,2,Control_onlycat_5,2
292,R_1Sxzxc5vaJB2GlP,EN,2,Control_onlycat_5,2
580,R_58GRPQOBNHWmuVy,EN,2,Control_onlycat_5,2
155,R_7r7FsUulnrFMGFO,EN,2,Control_onlycat_5,2
292,R_3MJuOomtrmGqbPI,EN,2,Control_onlycat_5,NA
279,R_7D8PJ1WLng3LtIn,EN,2,Control_onlycat_5,2
198,R_6t3C6eKHZs62y65,EN,2,Control_onlycat_5,2
201,R_5nMLq49xxAEMZUc,EN,2,Control_onlycat_5,2
463,R_6vXSGOsoP7tiMI9,EN,2,Control_onlycat_5,2
217,R_5QsanCuWyaR6Q37,EN,2,Control_onlycat_5,2
543,R_1YJ27EEXTgn0IYG,EN,2,Control_onlycat_5,2
199,R_6VeagvgdRM5bQmK,EN,2,Control_onlycat_5,2
710,R_7HLly6K5iHUXyds,EN,2,Control_onlycat_5,2
422,R_51cbwIQKIn0KHoo,EN,2,Control_onlycat_5,2
408,R_7G4Bkad1HPgA86Z,EN,2,Control_onlycat_5,"2,4"
327,R_5qV5cMRZh5OfDUe,EN,2,Control_onlycat_5,2
207,R_7eKmWNTc5D4Q2DJ,EN,2,Control_onlycat_5,2
280,R_61aLVTtPj1cT87x,EN,2,not_and_dc_002,3
202,R_1xZ6pgaO6CrkCSl,EN,2,not_and_dc_002,3
272,R_5SmAczEnQwFrYuB,EN,2,not_and_dc_002,"1,2,3"
325,R_1daHfarEaomW59j,EN,2,not_and_dc_002,3
419,R_5dhG1TsrP4739pa,EN,2,not_and_dc_002,3
222,R_1RPwg3JOLQsP4RU,EN,2,not_and_dc_002,"1,2,3"
232,R_7rO40Fj3gkXjMdB,EN,2,not_and_dc_002,3
265,R_6o5dFLMm1i7427W,EN,2,not_and_dc_002,"1,2,3"
365,R_6tlrJTBZDjsoERX,EN,2,not_and_dc_002,3
364,R_6xKxjXmi0gDWfnz,EN,2,not_and_dc_002,3
238,R_5mkLlUpEJqxwjvQ,EN,2,not_and_dc_002,"1,2,3"
224,R_6E4C3LMlnipcWlL,EN,2,not_and_dc_002,3
428,R_1VIJ8ym0KgJgZQO,EN,2,not_and_dc_002,3
313,R_6LjlFgAOkh33Nwl,EN,2,not_and_dc_002,3
409,R_64tMHNIVhO17kme,EN,2,not_and_dc_002,4
177,R_5fQ0tKAHCCx00JD,EN,2,not_and_dc_002,3
632,R_1LGCfufq7tGHkfT,EN,2,not_and_dc_002,3
309,R_12XhO42e3bY9Rqq,EN,2,not_and_dc_002,3
253,R_3rkLL6SpPbFHUpB,EN,2,not_and_dc_002,3
294,R_763a9VdLYsjHpP0,EN,2,not_and_dc_002,3
284,R_5dt8uYqSFfCGivz,EN,2,not_and_dc_002,"1,2,3"
460,R_3BeWoVT53AeJ2pn,EN,2,not_and_dc_002,"1,2,3"
209,R_5uVQir0R9ZJummZ,EN,2,not_and_dc_002,3
