StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Intro,Control_noanimals_1,Control_oneanimal_2,Control_twoanimals_3,not_and_cb_001,Control_twoanimals_4,not_or_ed_001,Control_onlycat_5,not_and_dc_002,Control_twoanimals_6,not_and_ed_003,Control_hascatdog_7,not_or_cb_002,Control_onlycat_9,not_or_cb_102,not_or_cd_003,not_or_ed_101,not_and_cb_101,not_or_cd_103,Control_twoanimals_1,not_and_ed_103,Control_noanimals_10,not_and_dc_102
2025-04-09 10:02:53,2025-04-09 10:08:58,0,100,365,1,2025-04-09 10:08:59,R_6tlrJTBZDjsoERX,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-09 10:06:29,2025-04-09 10:12:34,0,100,364,1,2025-04-09 10:12:35,R_6xKxjXmi0gDWfnz,anonymous,EN,2,3,"1,2",4,4,4,3,2,3,4,3,4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 17:50:03,2025-04-10 17:50:53,1,100,49,1,2025-04-10 17:50:53,R_3GUepn9MEj8EFRT,preview,EN,2,3,"1,2",4,,,,,,,,,,,,,,,,,,,
2025-04-10 17:59:32,2025-04-10 18:03:30,0,100,238,1,2025-04-10 18:03:31,R_5mkLlUpEJqxwjvQ,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:01:42,2025-04-10 18:05:26,0,100,224,1,2025-04-10 18:05:27,R_6E4C3LMlnipcWlL,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-10 17:58:20,2025-04-10 18:05:29,0,100,428,1,2025-04-10 18:05:29,R_1VIJ8ym0KgJgZQO,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:02:14,2025-04-10 18:07:27,0,100,313,1,2025-04-10 18:07:28,R_6LjlFgAOkh33Nwl,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,"1,2",3,4,"1,2",3,"1,2,3"
2025-04-10 18:00:45,2025-04-10 18:07:34,0,100,409,1,2025-04-10 18:07:34,R_64tMHNIVhO17kme,anonymous,EN,2,3,"1,2",4,3,4,4,2,4,4,4,4,3,2,3,3,2,3,3,4,4,3,4
2025-04-10 18:05:00,2025-04-10 18:07:58,0,100,177,1,2025-04-10 18:07:58,R_5fQ0tKAHCCx00JD,anonymous,EN,2,3,"1,2",4,,,3,2,3,4,3,4,3,2,3,3,3,3,3,4,"2,3",3,"1,2,3"
2025-04-10 17:58:30,2025-04-10 18:09:02,0,100,632,1,2025-04-10 18:09:03,R_1LGCfufq7tGHkfT,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-10 18:04:11,2025-04-10 18:09:20,0,100,309,1,2025-04-10 18:09:21,R_12XhO42e3bY9Rqq,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:05:42,2025-04-10 18:09:55,0,100,253,1,2025-04-10 18:09:59,R_3rkLL6SpPbFHUpB,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-10 18:06:45,2025-04-10 18:11:39,0,100,294,1,2025-04-10 18:11:39,R_763a9VdLYsjHpP0,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-10 18:07:10,2025-04-10 18:11:55,0,100,284,1,2025-04-10 18:11:55,R_5dt8uYqSFfCGivz,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:06:33,2025-04-10 18:14:14,0,100,460,1,2025-04-10 18:14:14,R_3BeWoVT53AeJ2pn,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:11:35,2025-04-10 18:15:05,0,100,209,1,2025-04-10 18:15:05,R_5uVQir0R9ZJummZ,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,3,4,3,4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:05:50,2025-04-10 18:15:15,0,100,565,1,2025-04-10 18:15:15,R_6YnBIhsQ2IMll3V,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-10 18:12:46,2025-04-10 18:17:00,0,100,253,1,2025-04-10 18:17:01,R_6gkQfP5qStzjnYR,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:06:52,2025-04-10 18:17:08,0,100,615,1,2025-04-10 18:17:09,R_7cw8mvbkt2JpKn2,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:13:33,2025-04-10 18:19:08,0,100,334,1,2025-04-10 18:19:08,R_3hYAnKo4k6C1Gzm,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-10 18:15:23,2025-04-10 18:19:24,0,100,240,1,2025-04-10 18:19:24,R_65aZfmjMjZCv4wV,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:15:51,2025-04-10 18:22:10,0,100,379,1,2025-04-10 18:22:10,R_6flS4lTVJ42p3u1,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:19:18,2025-04-10 18:22:29,0,100,190,1,2025-04-10 18:22:30,R_5qDBXIfott5SwDP,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-10 18:19:16,2025-04-10 18:22:33,0,100,197,1,2025-04-10 18:22:33,R_5q8TSm1pZ6IUpbt,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:14:09,2025-04-10 18:26:06,0,100,716,1,2025-04-10 18:26:06,R_7ee7grtT0qJpwqE,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,,4,3,2,"2,3",3,3,3,3,4,3,3,3
2025-04-10 18:23:16,2025-04-10 18:27:25,0,100,249,1,2025-04-10 18:27:26,R_7gH0AUz4vvdafuX,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,3,4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:13:42,2025-04-10 18:28:40,0,100,897,1,2025-04-10 18:28:41,R_1mfwcahv49fnVK7,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:27:29,2025-04-10 18:32:22,0,100,292,1,2025-04-10 18:32:23,R_1Sxzxc5vaJB2GlP,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-10 18:23:20,2025-04-10 18:33:00,0,100,580,1,2025-04-10 18:33:01,R_58GRPQOBNHWmuVy,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,2,3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:37:33,2025-04-10 18:40:09,0,100,155,1,2025-04-10 18:40:09,R_7r7FsUulnrFMGFO,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,"1,2",4,"1,2,3",3,3
2025-04-10 18:35:40,2025-04-10 18:40:32,0,100,292,1,2025-04-10 18:40:32,R_3MJuOomtrmGqbPI,anonymous,EN,2,3,"1,2",4,3,4,3,,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-10 18:37:34,2025-04-10 18:42:14,0,100,279,1,2025-04-10 18:42:14,R_7D8PJ1WLng3LtIn,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:38:57,2025-04-10 18:42:16,0,100,198,1,2025-04-10 18:42:16,R_6t3C6eKHZs62y65,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,3,4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:39:23,2025-04-10 18:42:45,0,100,201,1,2025-04-10 18:42:45,R_5nMLq49xxAEMZUc,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:41:52,2025-04-10 18:49:36,0,100,463,1,2025-04-10 18:49:37,R_6vXSGOsoP7tiMI9,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:48:54,2025-04-10 18:52:31,0,100,217,1,2025-04-10 18:52:32,R_5QsanCuWyaR6Q37,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:43:59,2025-04-10 18:53:03,0,100,543,1,2025-04-10 18:53:03,R_1YJ27EEXTgn0IYG,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,2,3,3
2025-04-10 18:50:21,2025-04-10 18:53:40,0,100,199,1,2025-04-10 18:53:40,R_6VeagvgdRM5bQmK,anonymous,EN,2,3,"1,2",4,3,4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:49:56,2025-04-10 19:01:47,0,100,710,1,2025-04-10 19:01:47,R_7HLly6K5iHUXyds,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 18:59:48,2025-04-10 19:06:51,0,100,422,1,2025-04-10 19:06:52,R_51cbwIQKIn0KHoo,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-10 19:03:32,2025-04-10 19:10:21,0,100,408,1,2025-04-10 19:10:21,R_7G4Bkad1HPgA86Z,anonymous,EN,2,3,"1,2",4,3,,"2,3","2,4",3,4,3,4,"1,3","2,4","2,3",3,"2,3",3,3,4,,3,3
2025-04-10 19:19:16,2025-04-10 19:24:44,0,100,327,1,2025-04-10 19:24:44,R_5qV5cMRZh5OfDUe,anonymous,EN,2,3,"1,2",4,3,4,3,2,"2,3",4,"2,3",4,"1,3",2,3,3,3,2,3,4,2,3,2
2025-04-10 19:34:12,2025-04-10 19:37:40,0,100,207,1,2025-04-10 19:37:40,R_7eKmWNTc5D4Q2DJ,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
