StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Intro,Control_noanimals_1,Control_oneanimal_2,Control_twoanimals_3,not_and_cb_001,Control_twoanimals_4,not_or_ed_001,Control_onlycat_5,not_and_dc_002,Control_twoanimals_6,not_and_ed_003,Control_hascatdog_7,not_or_cb_002,Control_onlycat_9,not_or_cb_102,not_or_cd_003,not_or_ed_101,not_and_cb_101,not_or_cd_103,Control_twoanimals_1,not_and_ed_103,Control_noanimals_10,not_and_dc_102
2025-04-27 14:49:14,2025-04-27 14:56:07,0,100,413,1,2025-04-27 14:56:08,R_77dsUZz8bCpdSu0,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 14:55:07,2025-04-27 14:59:41,0,100,274,1,2025-04-27 14:59:41,R_5NgqfhhYog0gAyW,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 14:58:43,2025-04-27 15:02:35,0,100,231,1,2025-04-27 15:02:35,R_6QKrYtej36cGA8x,anonymous,EN,2,3,"1,2",4,3,4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 15:05:50,2025-04-27 15:08:55,0,100,185,1,2025-04-27 15:08:55,R_1qaexFVB8eoaBuF,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 15:04:02,2025-04-27 15:11:26,0,100,443,1,2025-04-27 15:11:26,R_3eDDOZ9fYGu2Ldo,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-27 15:11:11,2025-04-27 15:14:05,0,100,173,1,2025-04-27 15:14:05,R_7GVoq95bOLuCif6,anonymous,EN,2,3,"1,2",4,3,4,3,2,"1,2",4,"1,2",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-27 15:16:46,2025-04-27 15:19:27,0,100,160,1,2025-04-27 15:19:27,R_6FKYNwbtqjDq3z2,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-27 15:16:18,2025-04-27 15:19:34,0,100,195,1,2025-04-27 15:19:34,R_3g0cHPEb0iTQnix,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 15:15:59,2025-04-27 15:20:38,0,100,278,1,2025-04-27 15:20:39,R_3EGdSLkwy1J739P,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-27 15:18:48,2025-04-27 15:22:14,0,100,206,1,2025-04-27 15:22:14,R_3TmKxB9lyG9cNU0,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 15:32:49,2025-04-27 15:37:03,0,100,253,1,2025-04-27 15:37:03,R_5fGM1p7FCPJ4kIt,anonymous,EN,2,3,"1,2",4,3,4,"1,2,3",2,3,4,3,4,"1,2,3",2,"1,2,3","1,2,3","1,2,3",3,"1,2,3",4,3,3,3
2025-04-27 15:42:42,2025-04-27 15:46:42,0,100,239,1,2025-04-27 15:46:43,R_8XhUIxpHKeMgFST,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,"1,2,3",3,"1,2,3"
2025-04-27 16:15:53,2025-04-27 16:18:50,0,100,177,1,2025-04-27 16:18:50,R_2qwJEZkK4BSDoUD,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 16:32:42,2025-04-27 16:36:41,0,100,239,1,2025-04-27 16:36:42,R_8KJhF9Td1YDOLjF,anonymous,EN,2,3,"1,2",4,3,4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 16:42:09,2025-04-27 16:49:40,0,100,450,1,2025-04-27 16:49:40,R_89ZcYjXalz3z0DD,anonymous,EN,2,3,"1,2",4,3,4,3,2,"1,2",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-27 16:51:45,2025-04-27 16:57:49,0,100,363,1,2025-04-27 16:57:49,R_2m7SdeHZfnqMyQw,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-27 16:54:47,2025-04-27 16:58:03,0,100,195,1,2025-04-27 16:58:03,R_346lMDo7Q1W9Zkd,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 16:57:39,2025-04-27 17:02:16,0,100,277,1,2025-04-27 17:02:17,R_8X66YscKqlQRNxa,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 19:26:03,2025-04-27 19:30:23,0,100,259,1,2025-04-27 19:30:24,R_8e9UK73U5igLtEZ,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 19:30:55,2025-04-27 19:34:02,0,100,187,1,2025-04-27 19:34:03,R_2wyJYa0HbWmpabA,anonymous,EN,2,3,"1,2",4,3,4,"1,2",2,3,4,3,4,"1,2",2,"1,2","1,2","1,2",3,"1,2",4,3,3,3
2025-04-27 19:43:20,2025-04-27 19:47:55,0,100,275,1,2025-04-27 19:47:56,R_8OiuFySI1hjFVit,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 20:54:00,2025-04-27 20:58:59,0,100,298,1,2025-04-27 20:58:59,R_2pJOVArPxdW5H8V,anonymous,EN,2,3,"1,2",4,"1,2,3",4,"1,2,3",2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-27 21:14:07,2025-04-27 21:17:25,0,100,198,1,2025-04-27 21:17:26,R_5GPwYtM8kC3HZtO,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 22:27:25,2025-04-27 22:38:32,0,100,667,1,2025-04-27 22:38:33,R_2DVbo41YIFPX3dI,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 22:39:02,2025-04-27 22:42:36,0,100,214,1,2025-04-27 22:42:36,R_8u2iWvfy4QzWcDf,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 22:33:37,2025-04-27 22:43:56,0,100,618,1,2025-04-27 22:43:56,R_8ICqd0WLmzeIdOx,anonymous,EN,2,3,"1,2",4,3,4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,3,3,4,"1,2,3",3,"1,2,3"
2025-04-27 22:45:38,2025-04-27 22:49:20,0,100,221,1,2025-04-27 22:49:21,R_8QFe50PkbyGIouX,anonymous,EN,2,3,"1,2",4,3,4,3,2,3,4,3,4,3,2,3,3,3,3,3,4,3,3,3
2025-04-27 22:56:02,2025-04-27 23:00:06,0,100,243,1,2025-04-27 23:00:06,R_2QFpTkZoMmEdAjt,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
2025-04-27 22:57:56,2025-04-27 23:02:12,0,100,256,1,2025-04-27 23:02:13,R_8xfa81Ce2KefusF,anonymous,EN,2,3,"1,2",4,"1,2,3",4,3,2,"1,2,3",4,"1,2,3",4,3,2,3,3,3,"1,2,3",3,4,"1,2,3",3,"1,2,3"
